	1073063	1621156	1915554	1121612	1891209	1132953	1579025	1717776	1371635	1773265	1836378	1226306	1179060	1664286	1525158	1131628	1563474	1060314	1905312	1499129	1534233	1345011	1050711	1208979	1732520	1278267	1269690	1409362	1795217	1165317	1945755	1124511	1593949	1764760	1931711	1076452	1183011	1702816	1090967	1842257	1128506	1644362	1494624	1569377	1934221	1506853	1553139	1448845	1873310	1405685	1259864	1565731	1808939	1045571	1788161	1105223	1958872	1203364	1574179	1876593	1194228	1573433	1241396	1528553	1625600	1573344	1868938	1131270	1369117	1130591	1799991	1099091	1507581	1415641	1050970	1965609	1568688	1179749	1765349	1337249	1540871	1291620	1246915	1783472	1404000	1253442	1925231	1982756	1042478	1832618	1238329	1330505	1478938	1068632	1312590	1419183	1097314	1978316	1354353	1133241	1970139	1929875	1715288	1153206	1693417	1678270	1520533	1276033
1073063	0	0.939656154	0.822839576	0.862803142	0.875782762	0.906523967	0.937720597	0.901969714	0.93236935	0.88944552	0.924057839	0.894227485	0.893430491	0.925424115	0.897415462	0.906182398	0.895252192	0.890128658	0.915177047	0.877718319	0.917681885	0.893999772	0.876124331	0.929295229	0.937948309	0.904474553	0.803370147	0.888648526	0.917112604	0.874644199	0.933052488	0.911647501	0.892178071	0.937037459	0.749060685	0.928839804	0.909484231	0.931458499	0.8647387	0.901969714	0.869292952	0.880337015	0.915860184	0.877832176	0.916657179	0.795627918	0.892291928	0.884549698	0.866332688	0.909939656	0.884549698	0.84652169	0.915632472	0.895593761	0.917112604	0.914721621	0.909711944	0.944551975	0.878401457	0.943868838	0.806899693	0.920186724	0.929295229	0.93236935	0.806102698	0.814641922	0.922577707	0.903222134	0.876010475	0.899351019	0.821473301	0.91289992	0.875668906	0.939086872	0.897301605	0.956393032	0.905954685	0.919959012	0.91289992	0.918251167	0.962882842	0.892064215	0.922463851	0.665717864	0.854491632	0.913127633	0.888648526	0.876010475	0.933507913	0.896049186	0.905613116	0.917340317	0.907776386	0.919162018	0.722759877	0.90857338	0.916087897	0.820676307	0.902197427	0.83228965	0.753045656	0.909256518	0.908117955	0.892405784	0.924171695	0.939314585	0.879767733	0.903222134
1621156	0.939656154	0	0.917568029	0.83445292	0.877035182	0.931003074	0.797335762	0.847546396	0.965843106	0.815211203	0.855402482	0.878515314	0.930433793	0.823522714	0.814983491	0.831264944	0.932141637	0.862916999	0.812706365	0.933052488	0.901742002	0.930433793	0.916087897	0.930547649	0.820904019	0.899351019	0.935785039	0.830923375	0.885346692	0.86997609	0.793464648	0.878856883	0.861778436	0.937948309	0.931230787	0.869520665	0.884663555	0.874416486	0.826938404	0.922691563	0.871683935	0.916087897	0.938403734	0.938289878	0.939997723	0.926790391	0.8764659	0.901058864	0.931230787	0.955937607	0.828304679	0.931686212	0.925196402	0.859729022	0.852328362	0.889217807	0.842650575	0.932597063	0.887851531	0.916543322	0.945007401	0.942616418	0.802003871	0.927359672	0.886143687	0.912558351	0.901742002	0.857451896	0.848457247	0.941591711	0.950244791	0.942160993	0.900489582	0.78412843	0.872480929	0.920414437	0.853466925	0.920983719	0.887054537	0.921780713	0.904019128	0.941363999	0.913810771	0.961061141	0.86348628	0.911533645	0.864169418	0.916087897	0.918137311	0.875213481	0.877376751	0.917795742	0.90424684	0.941819424	0.966070819	0.823750427	0.919959012	0.936923602	0.91415234	0.925424115	0.917568029	0.898326312	0.94967551	0.903677559	0.921325287	0.918934305	0.884549698	0.957190026
1915554	0.822839576	0.917568029	0	0.832745076	0.848457247	0.845838552	0.878401457	0.758852328	0.965615393	0.85699647	0.850734373	0.845496983	0.895821473	0.832175794	0.808949106	0.859501309	0.881589434	0.841853581	0.868040533	0.809062963	0.874758055	0.910281225	0.863827849	0.928839804	0.900945007	0.896618467	0.801890015	0.867471251	0.918820449	0.876124331	0.914835478	0.853239212	0.831834225	0.898326312	0.728452693	0.902652852	0.894227485	0.86906524	0.827849254	0.85608562	0.867471251	0.840373449	0.877376751	0.902083571	0.879995446	0.736194922	0.864510987	0.829557099	0.879312308	0.887965388	0.853580781	0.798702038	0.902880565	0.884777411	0.866560401	0.831492656	0.850165092	0.947056814	0.800637595	0.901400433	0.837640897	0.872936354	0.831606513	0.857110327	0.863144711	0.851531367	0.864283275	0.870886941	0.829101674	0.842422862	0.760787886	0.857679608	0.772628942	0.857451896	0.844813845	0.843106	0.864283275	0.827621542	0.828873961	0.865535694	0.950244791	0.885460549	0.893088922	0.762381874	0.813844928	0.87339178	0.877832176	0.821473301	0.877490607	0.825344415	0.863144711	0.944551975	0.888534669	0.878401457	0.732096095	0.868382102	0.825002846	0.793350791	0.928725948	0.714562222	0.748377548	0.861550723	0.911647501	0.845496983	0.936240465	0.907548674	0.900489582	0.877604463
1121612	0.862803142	0.83445292	0.832745076	0	0.729249687	0.876238187	0.761812593	0.730729819	0.934988045	0.687578276	0.778777183	0.742343163	0.806330411	0.799612889	0.713879085	0.711374246	0.771490379	0.74336787	0.777524764	0.867471251	0.817829899	0.819993169	0.809973813	0.846066264	0.712512809	0.763520437	0.75725834	0.717864056	0.801548446	0.740521462	0.844927701	0.801093021	0.735397928	0.890697939	0.881475578	0.826596835	0.775133781	0.780257315	0.619719913	0.854263919	0.728680405	0.742684732	0.833428214	0.811567801	0.768302402	0.855288626	0.709666401	0.721962883	0.78196516	0.813275646	0.761015598	0.872936354	0.852100649	0.746328134	0.751337812	0.775361494	0.749402254	0.867015826	0.693612661	0.846749402	0.885232836	0.771490379	0.78720255	0.823750427	0.766139132	0.805191848	0.787999545	0.733120802	0.685984288	0.822042582	0.846066264	0.812706365	0.83786861	0.769896391	0.735739497	0.890128658	0.841170443	0.879198452	0.728111124	0.824205852	0.867471251	0.772173517	0.816805192	0.92280542	0.771718092	0.759080041	0.70044404	0.777866333	0.72298759	0.695206649	0.765797563	0.85084823	0.751110099	0.842650575	0.887851531	0.751565524	0.808038256	0.853239212	0.824547421	0.841398156	0.825799841	0.781282022	0.825116703	0.781168166	0.850278948	0.835591484	0.770465672	0.876352044
1891209	0.875782762	0.877035182	0.848457247	0.729249687	0	0.892861209	0.832175794	0.820790163	0.904702266	0.756005921	0.86781282	0.802687009	0.859615166	0.805988842	0.802914722	0.837185472	0.850278948	0.807810543	0.788341114	0.8980986	0.810770807	0.875099624	0.84003188	0.908117955	0.83661619	0.82181487	0.754639645	0.801548446	0.77331208	0.792667653	0.917909598	0.861095298	0.815438916	0.922577707	0.895252192	0.823750427	0.840601161	0.815666629	0.739382899	0.843902994	0.802459296	0.727883411	0.848001822	0.828760105	0.845610839	0.876124331	0.76682227	0.817716042	0.875213481	0.90641011	0.808607537	0.857679608	0.873619492	0.784469999	0.841853581	0.826710691	0.804280997	0.910508938	0.755778208	0.843902994	0.908801093	0.854719344	0.80667198	0.860298304	0.779915746	0.875099624	0.882386428	0.828304679	0.796311055	0.88170329	0.889900945	0.877490607	0.831037231	0.810656951	0.785380849	0.870659228	0.864283275	0.864852556	0.812820221	0.877376751	0.873164067	0.818626893	0.875213481	0.923033132	0.794603211	0.836502334	0.754525788	0.838210179	0.830581806	0.807696687	0.853353068	0.84526927	0.828987817	0.878287601	0.918251167	0.847090971	0.869406809	0.903677559	0.867129682	0.904702266	0.902311283	0.846293977	0.867926677	0.820676307	0.855857907	0.878743026	0.794375498	0.904588409
1132953	0.906523967	0.931003074	0.845838552	0.876238187	0.892861209	0	0.86564955	0.875327337	0.977570306	0.865535694	0.892861209	0.918592736	0.903791415	0.916771035	0.887054537	0.869179096	0.91722646	0.902425139	0.89035637	0.840487305	0.924854833	0.94102243	0.94625982	0.956848457	0.871570079	0.949106228	0.886826825	0.874074917	0.910622794	0.916429466	0.966298531	0.890811796	0.869179096	0.949561653	0.82488899	0.910850507	0.920528293	0.910281225	0.854947057	0.930092224	0.880109302	0.907434817	0.951269498	0.929409086	0.909711944	0.887851531	0.906296254	0.884663555	0.917340317	0.946373676	0.9098258	0.888079244	0.960378003	0.932141637	0.869179096	0.906523967	0.891381077	0.930433793	0.91722646	0.942388705	0.893999772	0.879653877	0.882386428	0.929978367	0.897073893	0.875782762	0.900831151	0.899920301	0.857907321	0.942388705	0.895479904	0.945576682	0.921894569	0.878059888	0.938973016	0.949903222	0.912672208	0.910053512	0.891722646	0.921894569	0.943413412	0.947739952	0.903222134	0.887851531	0.898554025	0.897073893	0.913924627	0.891039508	0.911305932	0.864055562	0.893430491	0.959011727	0.897073893	0.915632472	0.88295571	0.877490607	0.911647501	0.852897643	0.949333941	0.843675282	0.871114653	0.911761357	0.946942958	0.888534669	0.965843106	0.934874189	0.929295229	0.931913925
1579025	0.937720597	0.797335762	0.878401457	0.761812593	0.832175794	0.86564955	0	0.73562564	0.960833428	0.744620289	0.729818968	0.846635546	0.827393829	0.749174542	0.720482751	0.727541842	0.835933052	0.794489354	0.750882386	0.902994421	0.816463623	0.877718319	0.882386428	0.916201753	0.732665376	0.859273597	0.83570534	0.660822043	0.838665604	0.814300353	0.852783787	0.813958784	0.738927474	0.911078219	0.909711944	0.765000569	0.821359444	0.757372196	0.733234658	0.877604463	0.775589206	0.814414209	0.892975065	0.898895594	0.827393829	0.901855858	0.82488899	0.792098372	0.845496983	0.931230787	0.861892292	0.918023454	0.893316634	0.844927701	0.806899693	0.821131732	0.784469999	0.920414437	0.841170443	0.862006148	0.926334965	0.865421838	0.76591142	0.897073893	0.830695662	0.850051235	0.809518388	0.752134806	0.728794262	0.920414437	0.933507913	0.892861209	0.896049186	0.79585563	0.842764431	0.902766708	0.818968462	0.885460549	0.716839349	0.856882614	0.938745303	0.882272572	0.814300353	0.960947285	0.813617215	0.847774109	0.841625868	0.828987817	0.772515086	0.725947854	0.758738472	0.92587954	0.854491632	0.85392235	0.950130935	0.738585905	0.859729022	0.820448594	0.933963338	0.89035637	0.884777411	0.845952408	0.937037459	0.829898668	0.897415462	0.87213936	0.881817147	0.940567004
1717776	0.901969714	0.847546396	0.758852328	0.730729819	0.820790163	0.875327337	0.73562564	0	0.920869862	0.746669703	0.748377548	0.803370147	0.82488899	0.751110099	0.72082432	0.76807469	0.822953433	0.776613913	0.772287373	0.852669931	0.82397814	0.865421838	0.853580781	0.899123306	0.797791188	0.834566777	0.840601161	0.759080041	0.814641922	0.798815894	0.883297279	0.778663327	0.728908118	0.892064215	0.870089946	0.822611864	0.800751452	0.798246613	0.708300125	0.868495958	0.797563475	0.784811568	0.869862234	0.865307981	0.817943755	0.857110327	0.807127405	0.754298076	0.797905044	0.857110327	0.806330411	0.880906296	0.868837527	0.813731071	0.766139132	0.77240123	0.744620289	0.913469202	0.755436639	0.844586132	0.8647387	0.828076967	0.778207902	0.857679608	0.819196174	0.826938404	0.797791188	0.787430263	0.722418308	0.839576455	0.872822498	0.820904019	0.819879312	0.772742799	0.790276671	0.853694637	0.822839576	0.873277923	0.729591256	0.795286349	0.899123306	0.842422862	0.825799841	0.926334965	0.815438916	0.788568826	0.807241262	0.807696687	0.807468974	0.736650347	0.767163839	0.924399408	0.811795514	0.841625868	0.91631561	0.790390527	0.851986793	0.821587157	0.901855858	0.82181487	0.834111351	0.792439941	0.885574405	0.805874986	0.91198907	0.867015826	0.840601161	0.886826825
1371635	0.93236935	0.965843106	0.965615393	0.934988045	0.904702266	0.977570306	0.960833428	0.920869862	0	0.925310258	0.943868838	0.952977343	0.828304679	0.94409655	0.925082546	0.946487533	0.926334965	0.941250142	0.927359672	0.951269498	0.886712968	0.885460549	0.843789138	0.886257543	0.962996698	0.908801093	0.954571331	0.918023454	0.868609814	0.877490607	0.943868838	0.927815097	0.90641011	0.93236935	0.98053057	0.909256518	0.936809746	0.932483206	0.903449846	0.867243539	0.940111579	0.896390755	0.923146989	0.872480929	0.955254469	0.9431857	0.903108277	0.919048161	0.819423887	0.927815097	0.897643174	0.936354321	0.872367073	0.901286576	0.949561653	0.937265171	0.978708869	0.946942958	0.884891267	0.880450871	0.958214733	0.923374701	0.951724923	0.965956962	0.917340317	0.952294205	0.933735626	0.891381077	0.937151315	0.89593533	0.9666401	0.934988045	0.927245816	0.963793692	0.900945007	0.958670158	0.820790163	0.955140613	0.917340317	0.901855858	0.946032107	0.956506888	0.942274849	0.975976318	0.933507913	0.934760332	0.950927929	0.95058636	0.931458499	0.950927929	0.932141637	0.893202778	0.964021405	0.953774337	0.981669134	0.935101901	0.96447683	0.980644427	0.836388478	0.979164295	0.976773312	0.929750655	0.920414437	0.938403734	0.929636798	0.897643174	0.937720597	0.906979392
